0 3.92701 3.3797
1e-05 3.92701 3.3797
1.05e-05 3.92701 3.3797
1.1025e-05 3.92701 3.3797
1.15763e-05 3.92701 3.3797
1.21551e-05 3.92701 3.3797
1.27628e-05 3.92701 3.3797
1.3401e-05 3.92701 3.3797
1.4071e-05 3.92701 3.3797
1.47746e-05 3.92701 3.3797
1.55133e-05 3.92701 3.3797
1.62889e-05 3.92701 3.3797
1.71034e-05 3.92701 3.3797
1.79586e-05 3.92701 3.3797
1.88565e-05 3.92701 3.3797
1.97993e-05 3.92701 3.3797
2.07893e-05 3.92701 3.3797
2.18287e-05 3.92701 3.3797
2.29202e-05 3.92701 3.3797
2.40662e-05 3.92701 3.3797
2.52695e-05 3.92701 3.37971
2.6533e-05 3.92702 3.37971
2.78596e-05 3.92703 3.37973
2.92526e-05 3.92705 3.37975
3.07152e-05 3.9271 3.37981
3.2251e-05 3.9272 3.37992
3.38635e-05 3.92737 3.38011
3.55567e-05 3.92768 3.38045
3.73346e-05 3.92821 3.38104
3.92013e-05 3.92909 3.382
4.11614e-05 3.93049 3.38354
4.32194e-05 3.93266 3.38593
4.53804e-05 3.93595 3.38953
4.76494e-05 3.94078 3.39481
5.00319e-05 3.9477 3.40236
5.25335e-05 3.95737 3.4129
5.51602e-05 3.97058 3.42727
5.79182e-05 3.98823 3.44643
6.08141e-05 4.01132 3.47144
6.38548e-05 4.04091 3.50346
6.70475e-05 4.07815 3.54367
7.03999e-05 4.12414 3.59328
7.39199e-05 4.17997 3.65344
7.76159e-05 4.24666 3.72524
8.14967e-05 4.32507 3.80961
8.55715e-05 4.41591 3.90734
8.98501e-05 4.51968 4.01898
9.43426e-05 4.63663 4.14485
9.90597e-05 4.76677 4.285
0.000104013 4.90984 4.4392
0.000109213 5.06531 4.60696
0.000114674 5.23241 4.78751
0.000120408 5.41015 4.97982
0.000126428 5.59734 5.18266
0.000132749 5.79263 5.3946
0.000139387 5.99456 5.61409
0.000146356 6.20158 5.83944
0.000153674 6.41211 6.06893
0.000161358 6.62458 6.30083
0.000169426 6.83746 6.53344
0.000177897 7.04929 6.7651
0.000186792 7.25872 6.99429
0.000196131 7.46451 7.21959
0.000205938 7.66555 7.43974
0.000216235 7.86089 7.65364
0.000227047 8.04972 7.86035
0.000238399 8.23139 8.05911
0.000250319 8.40538 8.24931
0.000262835 8.57132 8.43052
0.000275977 8.72895 8.60245
0.000289775 8.87814 8.76493
0.000304264 9.01886 8.91793
0.000319477 9.15118 9.06153
0.000335451 9.27521 9.19587
0.000352224 9.39117 9.3212
0.000369835 9.49931 9.4378
0.000388327 9.59992 9.54603
0.000407743 9.69331 9.64624
0.00042813 9.77984 9.73886
