0 3.93487 3.38647
1e-05 3.93487 3.38647
1.05e-05 3.93487 3.38647
1.1025e-05 3.93487 3.38647
1.15763e-05 3.93487 3.38647
1.21551e-05 3.93487 3.38647
1.27628e-05 3.93487 3.38647
1.3401e-05 3.93487 3.38647
1.4071e-05 3.93487 3.38647
1.47746e-05 3.93487 3.38647
1.55133e-05 3.93487 3.38647
1.62889e-05 3.93487 3.38647
1.71034e-05 3.93487 3.38647
1.79586e-05 3.93487 3.38647
1.88565e-05 3.93487 3.38647
1.97993e-05 3.93487 3.38647
2.07893e-05 3.93487 3.38647
2.18287e-05 3.93487 3.38647
2.29202e-05 3.93487 3.38647
2.40662e-05 3.93487 3.38647
2.52695e-05 3.93487 3.38647
2.6533e-05 3.93488 3.38648
2.78596e-05 3.93489 3.38649
2.92526e-05 3.93491 3.38652
3.07152e-05 3.93497 3.38658
3.2251e-05 3.93506 3.38668
3.38635e-05 3.93524 3.38688
3.55567e-05 3.93555 3.38722
3.73346e-05 3.93608 3.38781
3.92013e-05 3.93695 3.38877
4.11614e-05 3.93836 3.39031
4.32194e-05 3.94054 3.39271
4.53804e-05 3.94383 3.39631
4.76494e-05 3.94867 3.40161
5.00319e-05 3.9556 3.40918
5.25335e-05 3.96529 3.41974
5.51602e-05 3.97853 3.43413
5.79182e-05 3.99621 3.45333
6.08141e-05 4.01935 3.47839
6.38548e-05 4.049 3.51047
6.70475e-05 4.08631 3.55076
7.03999e-05 4.13239 3.60047
7.39199e-05 4.18834 3.66075
7.76159e-05 4.25516 3.73269
8.14967e-05 4.33373 3.81724
8.55715e-05 4.42475 3.91516
8.98501e-05 4.52873 4.02703
9.43426e-05 4.64592 4.15315
9.90597e-05 4.77631 4.29358
0.000104013 4.91967 4.44809
0.000109213 5.07545 4.61619
0.000114674 5.24288 4.79709
0.000120408 5.42098 4.98979
0.000126428 5.60855 5.19304
0.000132749 5.80423 5.4054
0.000139387 6.00656 5.62533
0.000146356 6.21399 5.85113
0.000153674 6.42494 6.08108
0.000161358 6.63784 6.31345
0.000169426 6.85115 6.54652
0.000177897 7.06341 6.77864
0.000186792 7.27325 7.00829
0.000196131 7.47945 7.23404
0.000205938 7.6809 7.45463
0.000216235 7.87663 7.66896
0.000227047 8.06584 7.87608
0.000238399 8.24787 8.07524
0.000250319 8.42221 8.26583
0.000262835 8.58848 8.4474
0.000275977 8.74642 8.61967
0.000289775 8.89591 8.78248
0.000304264 9.03692 8.93579
0.000319477 9.1695 9.07967
0.000335451 9.29378 9.21428
0.000352224 9.40998 9.33986
0.000369835 9.51833 9.4567
0.000388327 9.61914 9.56514
0.000407743 9.71272 9.66555
0.00042813 9.79942 9.75835
0.000449537 9.8796 9.84395
0.000472014 9.95362 9.92276
0.000495614 10.0219 9.99522
0.000520395 10.0847 10.0617
0.000546415 10.1424 10.1227
0.000573736 10.1954 10.1785
0.000602422 10.244 10.2296
0.000632544 10.2886 10.2763
0.000664171 10.3293 10.3189
0.000697379 10.3666 10.3578
0.000732248 10.4007 10.3933
0.000768861 10.4318 10.4256
0.000807304 10.4602 10.455
0.000847669 10.4862 10.4817
0.000890052 10.5098 10.5061
0.000934555 10.5313 10.5282
0.000981283 10.5509 10.5484
0.00103035 10.5688 10.5667
0.00108186 10.585 10.5833
0.00113596 10.5998 10.5984
0.00119276 10.6133 10.6121
0.00125239 10.6255 10.6246
0.00131501 10.6366 10.6358
0.00138076 10.6467 10.6461
0.0014498 10.6559 10.6554
0.00152229 10.6642 10.6639
0.00159841 10.6718 10.6715
0.00167833 10.6787 10.6785
0.00176224 10.6849 10.6848
0.00185035 10.6906 10.6905
0.00194287 10.6958 10.6957
0.00204002 10.7004 10.7004
0.00214202 10.7047 10.7047
0.00224912 10.7085 10.7085
0.00236157 10.712 10.712
0.00247965 10.7152 10.7152
0.00260363 10.7181 10.7181
0.00273382 10.7207 10.7207
0.00287051 10.7231 10.7231
0.00301403 10.7252 10.7253
0.00316473 10.7272 10.7272
0.00332297 10.7289 10.729
0.00348912 10.7305 10.7306
0.00366358 10.732 10.732
0.00384675 10.7333 10.7334
0.00403909 10.7345 10.7346
0.00424105 10.7356 10.7356
0.0044531 10.7366 10.7366
0.00467575 10.7375 10.7375
0.00490954 10.7383 10.7383
0.00515502 10.739 10.7391
0.00541277 10.7397 10.7397
0.00568341 10.7403 10.7403
0.00596758 10.7409 10.7409
0.00626596 10.7414 10.7414
0.00657926 10.7419 10.7419
0.00690822 10.7424 10.7424
0.00725363 10.7429 10.743
0.00761631 10.7435 10.7436
0.00799713 10.7442 10.7444
0.00839698 10.7451 10.7455
0.00881683 10.7464 10.7471
0.00925767 10.7482 10.7493
0.00972056 10.7508 10.7524
0.0102066 10.7556 10.7583
0.0107169 10.7609 10.7647
0.0112528 10.7681 10.7734
0.0118154 10.7779 10.7853
0.0124062 10.7911 10.8011
0.0130265 10.8083 10.8219
0.0136778 10.8307 10.8486
0.0143617 10.859 10.8823
0.0150798 10.8944 10.9242
0.0158338 10.9377 10.9754
0.0166255 10.9902 11.0371
0.0174567 11.0527 11.1102
0.0183296 11.1263 11.1959
0.019246 11.2117 11.2948
0.0202083 11.3095 11.4074
0.0212188 11.4202 11.5342
0.0222797 11.544 11.6752
0.0233937 11.681 11.8303
0.0245634 11.8308 11.999
0.0257915 11.9932 12.1806
0.0270811 12.1674 12.3743
0.0284352 12.3525 12.5787
0.0298569 12.5475 12.7926
0.0313498 12.7513 13.0145
0.0329173 12.9624 13.2428
0.0345631 13.1797 13.4759
0.0362913 13.4017 13.7125
0.0381058 13.627 13.9509
0.0400111 13.8546 14.1898
0.0420117 14.0832 14.4281
0.0441123 14.3119 14.6647
0.0463179 14.54 14.8992
0.0486338 14.767 15.1311
0.0510655 14.9927 15.3605
0.0536187 15.2172 15.5877
0.0562997 15.4411 15.8136
0.0591147 15.6651 16.0394
0.0620704 15.8906 16.2667
0.0651739 16.1194 16.4979
0.0684326 16.3535 16.7358
0.0718542 16.596 16.9838
0.075447 16.8503 17.2463
0.0792193 17.1208 17.5285
0.0831803 17.4132 17.8371
0.0873393 17.7342 18.18
0.0917062 18.0924 18.5676
0.0962916 18.4985 19.0124
0.101106 18.9661 19.5305
0.106161 19.5125 20.1422
0.11147 20.1594 20.8733
0.117043 20.9341 21.756
0.122895 22.0124 23.0141
0.12904 22.9293 24.0307
0.135492 24.4775 25.854
0.142266 26.3479 28.046
0.14938 28.4707 30.5096
0.156849 30.4448 32.7182
0.164691 32.4029 34.8636
0.172926 35.0646 37.8932
0.181572 37.341 40.3544
0.190651 39.4696 42.5868
0.200183 41.3448 44.4748
0.210192 42.9855 46.0561
0.220702 44.5537 47.5547
0.231737 46.1234 49.0668
0.243324 47.5991 50.467
0.25549 49.0711 51.8767
0.268265 50.6768 53.4649
0.281678 51.9893 54.6803
0.295762 53.2551 55.8521
0.31055 54.4879 56.9973
0.326077 55.6202 58.0278
0.342381 56.7319 59.0487
0.3595 57.774 59.9951
0.377475 58.7994 60.9376
0.396349 59.7258 61.7646
0.416167 60.6355 62.5883
0.436975 61.5378 63.4177
0.458824 62.4462 64.2677
0.481765 63.3268 65.0916
0.505853 64.1698 65.8765
0.531146 64.9649 66.6099
0.557703 65.7262 67.3101
0.585588 66.479 68.01
0.614868 67.2176 68.7005
0.645611 67.9426 69.3819
0.677891 68.6556 70.0554
0.711786 69.3578 70.7219
0.747375 70.0504 71.3822
0.784744 70.7343 72.0369
0.823981 71.4105 72.6866
0.86518 72.0791 73.3312
0.908439 72.7405 73.9707
0.953861 73.3945 74.6044
1.00155 74.0408 75.2316
1.05163 74.6786 75.8512
1.10421 75.3071 76.4619
1.15942 75.9253 77.0623
1.2174 76.5319 77.6508
1.27827 77.1258 78.226
1.34218 77.7058 78.7862
1.40929 78.2704 79.33
1.47975 78.8185 79.856
1.55374 79.3491 80.3632
1.63143 79.8613 80.8504
1.713 80.3543 81.3171
1.79865 80.8273 81.7625
1.88858 81.2801 82.1865
1.98301 81.7123 82.5887
2.08216 82.1239 82.9693
2.18627 82.5149 83.3287
2.29558 82.8854 83.667
2.41036 83.236 83.9851
2.53088 83.5671 84.2835
2.65742 83.8791 84.5628
2.79029 84.1727 84.8241
2.92981 84.4487 85.0681
3.0763 84.7078 85.2957
3.23011 84.9507 85.5079
3.39162 85.1783 85.7056
3.5612 85.3915 85.8898
3.73926 85.5909 86.0612
3.92622 85.7775 86.2208
4.12253 85.9518 86.3694
4.32866 86.1149 86.5078
4.54509 86.2674 86.6367
4.77235 86.41 86.757
5.01097 86.5433 86.8692
5.26151 86.6681 86.9739
5.52459 86.785 87.072
5.80082 86.8947 87.164
6.09086 86.9976 87.2504
6.3954 87.0947 87.332
6.71517 87.1864 87.4094
7.05093 87.2735 87.4833
7.40348 87.3568 87.5547
7.77365 87.4372 87.6243
8.16234 87.5156 87.6932
8.57045 87.5931 87.7628
8.99897 87.6709 87.834
9.44892 87.7503 87.9086
9.92137 87.8328 87.988
10.4174 87.6738 87.827
10.9383 87.4806 87.6338
11.4852 87.3026 87.4579
